item_a,item_b,co_occurrence
Cannabis,Pharmacognosy,1
CNS stimulants,Neuropharmacology,1
Cns Stimulants,Neuropharmacology,1
Alkaloids,Nux Vomica,1
Alkaloids,Nux vomica,1
Nux Vomica,Nux vomica,1
Drug dependence,Opioid Withdrawal,1
Drug dependence,Opioid withdrawal,1
Drug dependence,Substance Use,1
Phosphorus poisoning,Toxicology,1
Clinical Pharmacology,Toxicology,1
Genetics & Molecular Biology,Vertical Gene Transfer,1
Anaerobic Bacteria,Labor & Delivery,1
Labor & Delivery,Microbiology,1
Food Microbiology,Pasteurization,1
Microbiology,Pasteurization,1
Culture media,Sterilization & Hospital Infection,1
Bacterial Culture,Bacterial culture,1
Bacterial Culture,Culture media,1
Bacterial culture,Culture media,1
Endocrine Pharmacology,Meningitis,1
Endocrine Pharmacology,MRSA,1
Endocrine Pharmacology,Mrsa,1
MRSA,Microbiology,1
MRSA,Mrsa,1
Microbiology,Mrsa,1
Bacteriology,Legionella,1
Carrier detection,Epidemiology,1
Bacteriology,Shigella,1
Biochemistry,Enzyme Defects,1
Biochemistry,Enzyme defects,1
Enzyme Defects,Enzyme defects,1
Enzyme Defects,Microbiology,1
Enzyme defects,Microbiology,1
Microbiology,Spirochetes,1
Growth & Development,Microbiology,1
Cestodes,Microbiology,1
Microbiology,Nematodes,1
Endocrine Pharmacology,Vaccines,1
Epidemiology,Study Design,1
Immunization,Infant health,1
Immunization,Meningococcal vaccine,1
Infant health,Meningococcal vaccine,1
Epidemiology,Mumps,1
Epidemiology,Secondary attack rate,1
Mumps,Secondary attack rate,1
Epidemiology,Screening tests,1
Epidemiology,Sensitivity,1
Screening Tests,Screening tests,1
Screening Tests,Sensitivity,1
Screening tests,Sensitivity,1
Drug Resistance,Epidemiology,1
Drug Resistance,Tuberculosis,1
Carrier State,Carrier state,1
Carrier State,Epidemiology,1
Carrier State,Microbiology,1
Carrier state,Epidemiology,1
Carrier state,Microbiology,1
Filariasis,Microbiology,1
Pneumonia,Vaccination,1
Pneumonia,Vaccine Preventable Diseases,1
Pneumonia,Vaccine preventable diseases,1
Vaccination,Vaccine Preventable Diseases,1
Vaccination,Vaccine preventable diseases,1
Vaccine Preventable Diseases,Vaccine preventable diseases,1
Antibiotic therapy,Pneumonia,1
Antibiotic therapy,Pulmonology,1
Antimicrobials,Pneumonia,1
Epidemiology,Pertussis,1
General Medicine,Plague,1
National Health Programs,Squint & Pediatric Ophthalmology,1
Cornea & Refractive,Epidemiology,1
Measles,Public Health Programs,1
Biostatistics,Mortality Rates,1
Contraception,IUDs,1
Neonatal deaths,Perinatal Mortality,1
Neonatal deaths,Perinatal mortality,1
Perinatal Mortality,Perinatal mortality,1
Iron Deficiency Anemia,Vitamins & Nutrition,1
Amino Acids,Vitamins & Nutrition,1
Protein Chemistry,Vitamins & Nutrition,1
Air Pollution,Air pollution,1
Air Pollution,Environmental health,1
Malaria prevention,Vector Control,1
Malaria prevention,Vector control,1
ITBN Programme,Synthetic Pyrethroids,1
ITBN Programme,Vector Control,1
Synthetic Pyrethroids,Vector Control,1
LLINs,Pyrethroid Insecticides,1
LLINs,Vector Control,1
Pyrethroid Insecticides,Vector Control,1
Bacteriology,Coliform Count,1
Bacteriology,Water Microbiology,1
Coliform Count,Water Microbiology,1
Epidemiology,Social Determinants,1
Child Health,Public Health Administration,1
National Health Programs,Public Health Administration,1
Malaria,Surveillance,1
Malaria,Vector-Borne Diseases,1
Surveillance,Vector-Borne Diseases,1
Health System,Primary Health Centre,1
National Health Programs,Non-communicable Diseases,1
Epidemiology,International Health Organizations,1
Epidemiology,National Health Missions,1
Epidemiology,Health Management,1
Communication Methods,Health Education,1
Canteen,Environment & Occupational Health,1
Canteen,Factory Act,1
Creche,Environment & Occupational Health,1
Creche,Factory Act,1
Environment & Occupational Health,Safety officer,1
Factory Act,Safety officer,1
Environment & Occupational Health,Maternal And Child Health,1
Environment & Occupational Health,Maternal and Child Health,1
Biomedical Waste Management,Legal aspects,1
Biomedical waste management,Legal aspects,1
Legal aspects,Waste disposal,1
International Classification Of Disease,International Classification of Disease,1
CSOM,Csom,1
CSOM,Environment & Occupational Health,1
Csom,Environment & Occupational Health,1
Maxillary sinus,Rhinology,1
Auditory brainstem response,Otology,1
Audiology,Hearing,1
Cranial nerve palsies,Gradenigo Syndrome,1
Cranial nerve palsies,Gradenigo syndrome,1
Cranial nerve palsies,Otology,1
Gradenigo Syndrome,Gradenigo syndrome,1
Gradenigo Syndrome,Otology,1
Gradenigo syndrome,Otology,1
Occupational Medicine,Otology,1
Neurophysiology,Otology,1
Chorda tympani,Taste And Smell,1
Chorda tympani,Taste and smell,1
Neuroanatomy,Taste And Smell,1
Neuroanatomy,Taste and smell,1
Taste And Smell,Taste and smell,1
Chorda tympani,Salivary Gland,1
Chorda tympani,Salivary gland,1
Neuroanatomy,Salivary gland,1
Salivary Gland,Salivary gland,1
Neuroanatomy,Tensor tympani,1
Otology,Tensor tympani,1
Eustachian Tube,Otitis media,1
Adenoid,Pulmonology,1
Adenoid,Sinusitis,1
Pulmonology,Sinusitis,1
Antimicrobials,Inflammation & Healing,1
Antimicrobials,Neoplasia,1
Ear,Neoplasia,1
Atelectasis,Ear,1
Cholesteatoma,Middle Ear,1
CSOM,Otitis Media,1
Environment & Occupational Health,Head And Neck Cancers,1
Environment & Occupational Health,Head and Neck Cancers,1
Head And Neck Cancers,Head and Neck Cancers,1
Head & Neck,Parapharyngeal abscess,1
Infectious Diseases,Parapharyngeal abscess,1
Parapharyngeal abscess,Trismus,1
Adenoids,Neonatology,1
Head and neck oncology,Laryngeal Carcinoma,1
Head and neck oncology,Laryngeal carcinoma,1
Head and neck oncology,Laryngectomy,1
Laryngeal Carcinoma,Laryngeal carcinoma,1
Laryngeal Carcinoma,Laryngectomy,1
Laryngeal carcinoma,Laryngectomy,1
Head & Neck,Laryngeal Anatomy,1
Head & Neck,Laryngeal Innervation,1
Laryngeal Anatomy,Laryngeal Innervation,1
Facial Pain,Facial Pain Syndromes,1
Facial Pain,Paranasal Sinus Disorders,1
Facial Pain Syndromes,Paranasal Sinus Disorders,1
Environment & Occupational Health,Head And Neck Oncology,1
Environment & Occupational Health,Head and Neck Oncology,1
Head And Neck Oncology,Systemic Pathology,1
Head and Neck Oncology,Systemic Pathology,1
Interventional Radiology,Salivary Gland Disorders,1
Interventional Radiology,Salivary gland disorders,1
Fractures,Otology,1
Cranial Nerve Disorders,General Medicine,1
General Medicine,Spinal Canal Stenosis,1
Environment & Occupational Health,Laryngeal anatomy,1
Laryngeal Anatomy,Laryngeal anatomy,1
Laryngeal Anatomy,Neuroanatomy,1
Laryngeal anatomy,Neuroanatomy,1
Keratoconus,Squint & Pediatric Ophthalmology,1
Squint & Pediatric Ophthalmology,Visual Field Testing,1
Squint & Pediatric Ophthalmology,Visual field testing,1
Visual Field Testing,Visual field testing,1
Myopia,Retina,1
Conjunctiva,Neuroanatomy,1
Anterior Chamber Angle,Anterior chamber angle,1
Anterior Chamber Angle,Cornea & Refractive,1
Anterior Chamber Angle,Schwalbe's ring,1
Anterior chamber angle,Cornea & Refractive,1
Anterior chamber angle,Schwalbe's ring,1
Cornea & Refractive,Schwalbe's ring,1
Epithelial repair,Inflammation & Healing,1
Conjunctival Staining,Conjunctival staining,1
Conjunctival Staining,Diagnostic tests,1
Conjunctival Staining,Ocular surface disease,1
Conjunctival staining,Diagnostic tests,1
Conjunctival staining,Ocular surface disease,1
Diagnostic tests,Ocular surface disease,1
Immunosuppressants,Immunosuppressive Drugs,1
Immunosuppressants,Immunosuppressive drugs,1
Immunosuppressive Drugs,Immunosuppressive drugs,1
Microbiology,Ocular Surface Disease,1
Microbiology,Ocular surface disease,1
Cycloplegic Agents,Cycloplegic agents,1
Cycloplegic Agents,Endocrine Pharmacology,1
Cycloplegic Agents,Squint & Pediatric Ophthalmology,1
Cycloplegic agents,Endocrine Pharmacology,1
Cycloplegic agents,Squint & Pediatric Ophthalmology,1
CNS Physiology,Visual Pathway,1
CNS Physiology,Visual pathway,1
Scleromalacia Perforans,Scleromalacia perforans,1
Lens & Cataract,Vitamin transport,1
Lens & Cataract,Neonatology,1
Lens & Cataract,Phacoemulsification,1
Lens & Cataract,Postoperative complications,1
Endophthalmitis,Lens & Cataract,1
Amblyopia prevention,Lens & Cataract,1
Neuroanatomy,Retina,1
Diabetic Retinopathy,Glaucoma,1
Diabetic retinopathy,Glaucoma,1
Glaucoma,Hemorrhage,1
Hemorrhage,Retina,1
Squint & Pediatric Ophthalmology,Vascular,1
Squint & Pediatric Ophthalmology,Vitreous,1
Phacodonesis,Squint & Pediatric Ophthalmology,1
Squint & Pediatric Ophthalmology,Stereopsis,1
Neuro-ophthalmology,Visual pathway anatomy,1
Visual Field Defects,Visual pathway anatomy,1
Visual field defects,Visual pathway anatomy,1
Cranial nerves,Head and Neck Anatomy,1
Autonomic,Cranial Nerves,1
Autonomic,Cranial nerves,1
Cranial Nerves,Ocular anatomy,1
Cranial nerves,Ocular anatomy,1
Neuro-ophthalmology,Squint & Pediatric Ophthalmology,1
Lid Disorders,Lid disorders,1
Lid Disorders,Squint & Pediatric Ophthalmology,1
Lid disorders,Squint & Pediatric Ophthalmology,1
Bones,Head & Neck,1
Bones,Orbit,1
Basal Cell Carcinoma,Ocular Oncology,1
Lacrimal Gland Disorders,Lacrimal gland disorders,1
Iris,Pupil,1
Iris,Trauma,1
Pupil,Trauma,1
MRI,Neuro-ophthalmology,1
MRI,Optic Neuritis,1
MRI,Optic neuritis,1
Enophthalmos,Fractures,1
Enophthalmos,Trauma,1
Diabetic Retinopathy,General Medicine,1
Diabetic Retinopathy,Squint & Pediatric Ophthalmology,1
Diabetic retinopathy,General Medicine,1
Diabetic retinopathy,Squint & Pediatric Ophthalmology,1
Dry Eye Syndrome,Dry eye syndrome,1
Dry Eye Syndrome,Squint & Pediatric Ophthalmology,1
Dry eye syndrome,Squint & Pediatric Ophthalmology,1
Phakic IOL complications,Phakic Iol Complications,1
Phakic IOL complications,Squint & Pediatric Ophthalmology,1
Phakic Iol Complications,Squint & Pediatric Ophthalmology,1
General Medicine,Hepatology,1
Hepatology,Systemic Pathology,1
Biochemistry,Metabolic Syndrome,1
Biochemistry,Metabolic syndrome,1
General Medicine,Metabolic syndrome,1
Metabolic Syndrome,Metabolic syndrome,1
Cardiac Tamponade,Hemodynamics,1
ECG,Ventricular Tachycardia,1
Cardiac Arrhythmias,Ventricular tachycardia,1
Cardiac arrhythmias,Ventricular tachycardia,1
Electrophysiology,QT interval,1
Electrophysiology,Qt Interval,1
QT interval,Qt Interval,1
Aortic regurgitation,Cardiology,1
Aortic regurgitation,Clinical signs,1
Cardiology,Clinical signs,1
Cardiology,Tricuspid atresia,1
Congenital heart disease,Tricuspid atresia,1
Angina pectoris,Cardiology,1
Angina pectoris,Stable angina,1
Cardiology,Stable angina,1
General Medicine,Hypertension,1
Central Venous Catheterization,Central venous catheterization,1
Central Venous Catheterization,Emergency Medicine,1
Central Venous Catheterization,Regional Anaesthesia,1
Central venous catheterization,Emergency Medicine,1
Central venous catheterization,Regional Anaesthesia,1
Dermatology,Perniosis,1
General Medicine,Pleural Effusion,1
Pulmonology,Throat & Larynx,1
Dermatology,Neurology,1
Pulmonary manifestations,Thorax,1
Asthma,Thorax,1
Nephrotic Syndrome,Systemic Pathology,1
Renal,Ultrasound,1
Nephrology,Tubular Disorders,1
Biochemistry,General Surgery,1
Biochemistry,Hepatobiliary Surgery,1
General Surgery,Hepatobiliary Surgery,1
General Medicine,Portal Hypertension,1
Interventional Radiology,Portal Hypertension,1
Endocrine Pharmacology,Inflammatory Bowel Disease,1
Amoebiasis,Liver abscess,1
Liver abscess,Parasitology,1
Aphasia,Language,1
Neuroanatomy,Pure word deafness,1
Pure word deafness,Vascular,1
Child Psychiatry,Dementia,1
CMT disease,Neurology,1
Huntington disease,Neurology,1
Movement Disorders,Movement disorders,1
Child Psychiatry,Frontal Lobe Syndrome,1
Child Psychiatry,Frontal lobe syndrome,1
Frontal Lobe Syndrome,Frontal lobe syndrome,1
Frontal Lobe Syndrome,Neurology,1
Frontal lobe syndrome,Neurology,1
Asterixis,Epidemiology,1
Electrophoresis,Immunoglobulin,1
Electrophoresis,Multiple Myeloma,1
Immunoglobulin,Multiple Myeloma,1
Beta Thalassemia,Hematopathology,1
Beta Thalassemia,Thalassemia,1
Antineoplastic Agents,Systemic Pathology,1
Antineoplastic agents,Systemic Pathology,1
Hematopathology,Obstetric Complications,1
Bilirubin metabolism,Jaundice,1
Anemia,Sideroblastic anemia,1
Chemotherapy & Anticancer,Leukemia,1
Thyroid Disorders,Thyroid Function Tests,1
Endocrinology,Hyperparathyroidism,1
Endocrine Pharmacology,Mood Disorders,1
Endocrine Pharmacology,Thyroid hormones,1
Mood Disorders,Thyroid hormones,1
Bisphosphonates,Endocrine Pharmacology,1
Bisphosphonates,Hyperparathyroidism,1
Endocrine Pharmacology,Hyperparathyroidism,1
Bone metabolism,Calcium homeostasis,1
Bone metabolism,Hypercalcemia,1
Calcium homeostasis,Hypercalcemia,1
Fasting hypoglycemia,Glucose metabolism,1
Fasting hypoglycemia,Hypoglycemia,1
Glucose metabolism,Hypoglycemia,1
Diabetes Insipidus,Diabetes insipidus,1
Diabetes Insipidus,Osmolarity,1
Diabetes Insipidus,Urine output,1
Diabetes insipidus,Osmolarity,1
Diabetes insipidus,Urine output,1
Osmolarity,Urine output,1
Emergency Medicine,Thyroid Disorders,1
Emergency Medicine,Thyroid disorders,1
Emergency Medicine,Renal,1
Acute care,Electrolyte disorders,1
Acute care,Hyponatremia,1
Acid-base disorders,Hematopathology,1
Adverse drug effects,Drug-Induced Electrolyte Disturbances,1
Adverse drug effects,Drug-induced electrolyte disturbances,1
Adverse drug effects,Hypomagnesemia,1
Drug-Induced Electrolyte Disturbances,Drug-induced electrolyte disturbances,1
Drug-Induced Electrolyte Disturbances,Hypomagnesemia,1
Drug-induced electrolyte disturbances,Hypomagnesemia,1
Epidemiology,SARS,1
Infectious Diseases,SARS,1
Antibiotic-associated diarrhea,C. difficile,1
Antibiotic-associated diarrhea,Infectious Diseases,1
C. difficile,Infectious Diseases,1
SIRS,Sirs,1
Epididymo-orchitis,Mumps,1
Epididymo-orchitis,Virology,1
Mumps,Virology,1
Leprosy,Nerve involvement,1
Dengue,Dengue shock syndrome,1
Dengue,Virology,1
Dengue shock syndrome,Virology,1
Botulism,General Medicine,1
Botulism,Microbiology,1
Austrian Syndrome,Austrian syndrome,1
Austrian Syndrome,General Medicine,1
Austrian Syndrome,Microbiology,1
Austrian syndrome,General Medicine,1
Austrian syndrome,Microbiology,1
Epidemiology,Neurocutaneous Disorders,1
Epidemiology,Neurocutaneous disorders,1
Neonatology,Neurocutaneous Disorders,1
Neonatology,Neurocutaneous disorders,1
Neurocutaneous Disorders,Neurocutaneous disorders,1
Adrenergic Agonists,Emergency Medicine,1
Adrenergic Agonists,Endocrine Pharmacology,1
Adrenergic agonists,Emergency Medicine,1
Alcoholic Liver Disease,Alcoholic liver disease,1
Alcoholic Liver Disease,Epidemiology,1
Alcoholic Liver Disease,Systemic Pathology,1
Alcoholic liver disease,Epidemiology,1
Alcoholic liver disease,Systemic Pathology,1
Antineoplastic Agents,General Medicine,1
Antineoplastic agents,General Medicine,1
Congenital Anomalies,Environment & Occupational Health,1
Congenital anomalies,Environment & Occupational Health,1
Interventional Radiology,Lymphoma,1
General Medicine,Neuropharmacology,1
Biochemistry,Porphyrins,1
Porphyrins,Systemic Pathology,1
Antipsychotics,Extrapyramidal side effects,1
Cardiology,Trauma Surgery,1
Pulmonology,Trauma Surgery,1
Cystic Lesions,Cystic lesions,1
Cystic Lesions,Dermatology,1
Cystic lesions,Dermatology,1
Biliary Tract,Interventional Radiology,1
Interventional Radiology,Nephrology,1
Dermatology,Skin Cancer,1
Dermatology,Skin cancer,1
Epidemiology,Skin Cancer,1
Epidemiology,Skin cancer,1
Skin Cancer,Skin cancer,1
Emergency Medicine,Resuscitation,1
General Medicine,Resuscitation,1
Immunopathology,Vascular,1
Intracranial Pressure,Intracranial pressure,1
Intracranial Pressure,Neurophysiology,1
Intracranial pressure,Neurophysiology,1
CNS Physiology,Shock,1
Bariatric Surgery,General Surgery,1
Fractures,Hand And Wrist Injuries,1
Fractures,Hand and Wrist Injuries,1
Hand And Wrist Injuries,Hand and Wrist Injuries,1
General Surgery,Suture Materials,1
Mesenteric injury,Trauma,1
SVC syndrome,Thorax,1
Breast & Endocrine Surgery,Duct Ectasia,1
Duct Ectasia,Duct ectasia,1
Breast & Endocrine Surgery,Hodgkin lymphoma,1
Breast & Endocrine Surgery,Radiation therapy,1
Hodgkin lymphoma,Radiation therapy,1
Breast & Endocrine Surgery,Histology,1
Histology,Prognosis,1
General Surgery,Omphalocele,1
Pituitary Adenoma,Prolactinoma,1
GH-secreting adenoma,Pituitary Adenoma,1
Graves disease,Hyperthyroidism,1
Graves disease,Thyroid Disorders,1
Graves disease,Thyroid disorders,1
Hyperthyroidism,Thyroid disorders,1
Hyperparathyroidism,Parathyroid Disorders,1
Hyperparathyroidism,Parathyroid disorders,1
Hyperparathyroidism,Primary hyperparathyroidism,1
Parathyroid Disorders,Primary hyperparathyroidism,1
Parathyroid disorders,Primary hyperparathyroidism,1
Anatomy of neck,Embryology,1
Anatomy of neck,Thyroglossal Cyst,1
Anatomy of neck,Thyroglossal cyst,1
Embryology,Thyroglossal Cyst,1
Embryology,Thyroglossal cyst,1
Thyroglossal Cyst,Thyroglossal cyst,1
Acid-Base Balance,Hematopathology,1
Biliary surgery,Carcinoma Of Gallbladder,1
Biliary surgery,Carcinoma of gallbladder,1
Carcinoma Of Gallbladder,Carcinoma of gallbladder,1
Abdomen,Referred pain,1
Biliary surgery,Gallstone Disease,1
Biliary surgery,Gallstone disease,1
Gallstone Disease,Gallstone disease,1
Cholelithiasis,Medical Management,1
Biliary tract neoplasms,Gallbladder Carcinoma,1
Biliary tract neoplasms,Gallbladder carcinoma,1
Gallbladder Carcinoma,Gallbladder carcinoma,1
Acute Pancreatitis,Prognostic factors,1
Enzymology,Pancreatitis,1
Interventional Radiology,Pancreatic Carcinoma,1
Interventional Radiology,Pancreatic carcinoma,1
Endocrine Pharmacology,Pancreatic Carcinoma,1
Endocrine Pharmacology,Pancreatic carcinoma,1
General Surgery,Pancreatic Carcinoma,1
General Surgery,Pancreatic carcinoma,1
Esophageal Diverticulum,Esophageal diverticulum,1
Esophageal Diverticulum,Thoracic surgery,1
Esophageal diverticulum,Thoracic surgery,1
Esophageal Disorders,Pharyngeal Disorders,1
General Surgery,Oesophageal Perforation,1
General Surgery,Oesophageal perforation,1
Interventional Radiology,Oesophageal Perforation,1
Interventional Radiology,Oesophageal perforation,1
Oesophageal Perforation,Oesophageal perforation,1
Esophageal Varices,Esophageal varices,1
Esophageal Varices,General Medicine,1
Esophageal Varices,Interventional Radiology,1
Esophageal varices,General Medicine,1
Esophageal varices,Interventional Radiology,1
Environment & Occupational Health,Foreign Body In Esophagus,1
Environment & Occupational Health,Foreign body in esophagus,1
Foreign Body In Esophagus,Foreign body in esophagus,1
Foreign Body In Esophagus,Neonatology,1
Foreign body in esophagus,Neonatology,1
Endocrine Pharmacology,Gerd,1
GERD,Lifestyle modifications,1
Gerd,Lifestyle modifications,1
Acid Peptic Disease,Endocrine Pharmacology,1
Acid Peptic Disease,GERD,1
Endocrine Pharmacology,Gastroprotective Agents,1
Endocrine Pharmacology,Gastroprotective agents,1
Gastroprotective Agents,Gastroprotective agents,1
Endoscopic therapy,Gastroesophageal Reflux Disease,1
Endoscopic therapy,Gastroesophageal reflux disease,1
Corrosive injury,Trauma,1
Achalasia,Esophageal Motility Disorders,1
Achalasia,Esophageal motility disorders,1
Esophageal Motility Disorders,Esophageal motility disorders,1
Diagnostic Tests,Gastroesophageal Reflux Disease,1
Gastric Cancer,Gastrointestinal,1
Duodenal Ulcer,Gastric Ulcer,1
Duodenal Ulcer,Peptic Ulcer Disease,1
Gastric Ulcer,Peptic Ulcer Disease,1
Gastric Cancer,Upper GI Cancer,1
Anorectal disorders,Fistula-In-Ano,1
Anorectal disorders,Fistula-in-ano,1
Fistula-In-Ano,Fistula-in-ano,1
Colorectal cancer,Rectal Carcinoma,1
Colorectal cancer,Rectal carcinoma,1
Colorectal cancer,Staging,1
Rectal Carcinoma,Rectal carcinoma,1
Rectal Carcinoma,Staging,1
Rectal carcinoma,Staging,1
Abdominal imaging,Omental sign,1
Abdominal imaging,Peritoneal Tuberculosis,1
Abdominal imaging,Peritoneal tuberculosis,1
Omental sign,Peritoneal Tuberculosis,1
Omental sign,Peritoneal tuberculosis,1
Peritoneal Tuberculosis,Peritoneal tuberculosis,1
Hernia & Abdominal Wall,Hydrocele,1
Hydrocephalus,Lumbar puncture,1
Hernia & Abdominal Wall,Pediatric surgery,1
Hydrocele,Inguinal region swelling,1
Embryology,Male Genital System,1
Hypospadias,Pediatric Surgery,1
General Surgery,Testicular Disorders,1
General Surgery,Testicular disorders,1
Systemic Pathology,Testicular Disorders,1
Systemic Pathology,Testicular disorders,1
Testicular Disorders,Testicular disorders,1
General Surgery,Nephrology,1
Urinary tract obstruction,Urogenital Radiology,1
Urinary tract obstruction,Urogenital radiology,1
Urogenital Radiology,Urogenital radiology,1
Burns & Plastic,Dermatology,1
Cleft Palate,Neuroanatomy,1
Cleft Lip And Palate,Neuroanatomy,1
Cleft Lip and Palate,Neuroanatomy,1
Cystic Hygroma,Paediatric Surgery,1
Lung carcinoma,Neoplasia,1
Lung carcinoma,Thorax,1
Acral lentiginous melanoma,Melanoma,1
Acral lentiginous melanoma,Site distribution,1
Melanoma,Site distribution,1
Environment & Occupational Health,Head and Neck Imaging,1
Head and Neck Imaging,Interventional Radiology,1
Head injury,Intracranial hemorrhage,1
Head injury,Neurology,1
Intracranial hemorrhage,Neurology,1
Penetrating injury,Trauma,1
Compartment syndrome,Fractures,1
Biostatistics,Fractures,1
Biostatistics,Trauma,1
Breast & Endocrine Surgery,Pediatric Emergencies,1
Regional Anaesthesia,Vascular,1
Autonomic,General Surgery,1
Diagnostic criteria,Neurocysticercosis,1
Biostatistics,Growth & Development,1
Heart Rate Assessment,Neonatal Resuscitation,1
Heart Rate Assessment,Ventilation,1
Neonatal Resuscitation,Ventilation,1
Chest Compression,Neonatal Resuscitation,1
Airway Management,Bag-Mask Ventilation,1
CNS Physiology,Reflexes,1
Neonatology,Reflexes,1
Cardiology,Neonatal physiology,1
Neural Tube Defects,Obstetric Complications,1
Meconium Ileus,Meconium ileus,1
Meconium Ileus,Neonatology,1
Meconium ileus,Neonatology,1
Minimal Change Disease,Minimal change disease,1
Minimal Change Disease,Systemic Pathology,1
Minimal change disease,Systemic Pathology,1
Endocrine Pharmacology,Infantile Spasm,1
Endocrine Pharmacology,Infantile spasm,1
Infantile Spasm,Neurology,1
Infantile spasm,Neurology,1
CNS Physiology,Cerebrospinal Fluid,1
CNS Physiology,Cerebrospinal fluid,1
Cerebrospinal fluid,Neurology,1
Lysosomal Storage Diseases,Neurodegenerative Disorders,1
Obstetric Complications,Pediatric Oncology,1
General Medicine,Genetic Disorders,1
General Medicine,Genetic disorders,1
Emergency Medicine,Shock,1
Pediatric Emergencies,Trauma,1
Genetics & Molecular Biology,Ichthyosis,1
Embryology,Endocrinology,1
Child Health,Neonatology,1
Birth Defects,Epidemiology,1
Mother-infant bonding,Neonatology,1
Musculoskeletal System,Musculoskeletal system,1
Fractures,Poliomyelitis,1
Neuroanatomy,Poliomyelitis,1
Rotator Cuff,Rotator Cuff Injuries,1
Rotator Cuff,Shoulder Movements,1
Rotator Cuff Injuries,Shoulder Movements,1
Impingement Syndrome,Rotator Cuff,1
Impingement Syndrome,Rotator Cuff Impingement,1
Rotator Cuff,Rotator Cuff Impingement,1
Dislocations,Neuroanatomy,1
Neuroanatomy,Patellofemoral Disorders,1
Hip Dislocation,Neuroanatomy,1
Hip Dislocation,Physical Examination,1
Neuroanatomy,Physical Examination,1
Knee Dislocation,Neuroanatomy,1
Knee Dislocation,Vascular,1
Fractures,Radial Head Subluxation,1
ACL injuries,Acl Injuries,1
ACL injuries,Knee injuries,1
Acl Injuries,Knee injuries,1
Barlow test,Growth & Development,1
Growth & Development,Ortolani test,1
Clubfoot,Congenital Talipes Equinovarus,1
Metabolic Bone Disease,Osteoporosis,1
Pediatric Orthopedics,Slipped Capital Femoral Epiphysis,1
Fractures,Knee Deformity,1
Fractures,Knee deformity,1
Knee Deformity,Knee deformity,1
Dermatology,Psoriatic arthritis,1
Psoriatic Arthritis,Rheumatology,1
Psoriatic arthritis,Rheumatology,1
Rheumatology,Spondyloarthropathy,1
Congenital Anomalies,Shoulder,1
Ankylosing spondylitis,Joints & Arthritis,1
Ankylosing spondylitis,Rheumatology,1
Enchondroma,Fractures,1
Enchondroma,Neoplasia,1
Fractures,Tuberculous Arthritis,1
Interventional Radiology,Tuberculous Arthritis,1
Fractures,Pott'S Paraplegia,1
Fractures,Pott's Paraplegia,1
Pott'S Paraplegia,Pott's Paraplegia,1
General Surgery,Surgical Indications,1
Spine,Surgical approaches,1
Kyphosis,Spinal Deformity,1
Kyphosis,Spinal deformity,1
Spinal Deformity,Spinal deformity,1
Spinal Deformity,Spine,1
Spinal deformity,Spine,1
Fractures,Osteomyelitis,1
Interventional Radiology,Osteomyelitis,1
Fractures,Osteogenesis Imperfecta,1
Fractures,Osteogenesis imperfecta,1
Osteogenesis Imperfecta,Osteogenesis imperfecta,1
Fractures,Myositis ossificans,1
Myositis Ossificans,Myositis ossificans,1
Amenorrhea,Menstrual Disorders,1
General Medicine,Maternal Cardiac Disease,1
General Medicine,Maternal cardiac disease,1
Maternal Cardiac Disease,Maternal cardiac disease,1
Maternal Cardiac Disease,Obstetric Complications,1
Maternal cardiac disease,Obstetric Complications,1
CNS Physiology,Labor & Delivery,1
General Medicine,Pre-Eclampsia,1
General Medicine,Pre-eclampsia,1
Obstetric Complications,Pre-Eclampsia,1
Obstetric Complications,Pre-eclampsia,1
Pre-Eclampsia,Pre-eclampsia,1
Eclampsia,Preeclampsia,1
General Medicine,Preeclampsia,1
Antenatal Care,Theca Lutein Cysts,1
Antenatal Care,Vaginal Bleeding,1
Choriocarcinoma,Gestational Trophoblastic Disease,1
Cervical Cancer,Hysterectomy,1
Hysterectomy,Vaginal Surgery,1
Cervical Dysplasia,Conization,1
Gynecologic Oncology,Lymphatic spread,1
Lymphatic spread,Vulvar carcinoma,1
Direct invasion,Gynecologic Oncology,1
Direct invasion,Vulvar carcinoma,1
Gynecologic Oncology,Lymphatic drainage,1
Lymphatic drainage,Vulvar carcinoma,1
Airway Management,Antenatal Care,1
Airway Management,Shock,1
Antenatal Care,Shock,1
Antenatal Care,Medical Management,1
Antenatal Care,Methotrexate,1
Medical Management,Methotrexate,1
Pharmacological treatment,Polycystic Ovary Syndrome,1
Gynecologic Oncology,Polycystic Ovary Syndrome,1
Gynecologic Oncology,Ultrasound,1
Polycystic Ovary Syndrome,Ultrasound,1
Fitz-Hugh-Curtis Syndrome,Fitz-Hugh-Curtis syndrome,1
Fitz-Hugh-Curtis Syndrome,Gynecologic Oncology,1
Fitz-Hugh-Curtis Syndrome,Pelvic Inflammatory Disease,1
Fitz-Hugh-Curtis syndrome,Gynecologic Oncology,1
Fitz-Hugh-Curtis syndrome,Pelvic Inflammatory Disease,1
Dysgerminoma,Gynecologic Oncology,1
Dysgerminoma,Neoplasia,1
Ovarian Cysts,Ovarian cysts,1
Pelvic anatomy,Uterine Support,1
Pelvic anatomy,Uterine support,1
Endometriosis,Menstrual Cycle,1
Endometriosis,Investigation,1
Adenomyosis,Airway Management,1
Epidemiology,Hysterectomy,1
Epidemiology,Hysterectomy Indications,1
