topic,primary_subject,question_count,years_seen,year_list,recurrence,recent_count,years_since_last,due_for_return,importance_score,priority_band
Prevention Levels,Community Medicine,1,1,2014,0.062,0,11,False,4.6,Low
Priapism,Surgery,1,1,2015,0.062,0,10,False,4.6,Low
Primary Health Centre,Community Medicine,1,1,2016,0.062,0,9,False,4.6,Low
Primary hyperparathyroidism,Medicine,1,1,2016,0.062,0,9,False,4.6,Low
Principles,Forensic Medicine,1,1,2016,0.062,0,9,False,4.6,Low
Prion Diseases,Pathology,1,1,2014,0.062,0,11,False,4.6,Low
Prion diseases,Pathology,1,1,2014,0.062,0,11,False,4.6,Low
Professional Secrecy,Forensic Medicine,1,1,2014,0.062,0,11,False,4.6,Low
Progesterone Antagonists,Pharmacology,1,1,2016,0.062,0,9,False,4.6,Low
Progesterone antagonists,Pharmacology,1,1,2016,0.062,0,9,False,4.6,Low
Progesterone receptor antagonists,Pharmacology,1,1,2016,0.062,0,9,False,4.6,Low
Prognostic factors,Medicine,1,1,2016,0.062,0,9,False,4.6,Low
Prokinetic drugs,Pharmacology,1,1,2016,0.062,0,9,False,4.6,Low
Propofol,Pharmacology,1,1,2016,0.062,0,9,False,4.6,Low
Propofol Infusion Syndrome,Pharmacology,1,1,2014,0.062,0,11,False,4.6,Low
Propofol infusion syndrome,Pharmacology,1,1,2014,0.062,0,11,False,4.6,Low
Prostaglandin Analogues,Pharmacology,1,1,2016,0.062,0,9,False,4.6,Low
Prostaglandin analogues,Pharmacology,1,1,2016,0.062,0,9,False,4.6,Low
Prostate,Anatomy,1,1,2015,0.062,0,10,False,4.6,Low
Prosthetics,Orthopedics,1,1,2014,0.062,0,11,False,4.6,Low
Protein Requirement,Biochemistry,1,1,2014,0.062,0,11,False,4.6,Low
Protein Sequencing,Biochemistry,1,1,2016,0.062,0,9,False,4.6,Low
Protein biochemistry,Biochemistry,1,1,2016,0.062,0,9,False,4.6,Low
Protein folding,Medicine,1,1,2016,0.062,0,9,False,4.6,Low
Protein requirement,Biochemistry,1,1,2014,0.062,0,11,False,4.6,Low
Proteinuria,Pathology,1,1,2014,0.062,0,11,False,4.6,Low
Proteolytic Enzymes,Biochemistry,1,1,2015,0.062,0,10,False,4.6,Low
Proteolytic enzymes,Biochemistry,1,1,2015,0.062,0,10,False,4.6,Low
Proteus,Microbiology,1,1,2015,0.062,0,10,False,4.6,Low
Proton Pump Inhibitors,Pharmacology,1,1,2015,0.062,0,10,False,4.6,Low
Proton pump inhibitors,Pharmacology,1,1,2015,0.062,0,10,False,4.6,Low
Protozoan cysts,Microbiology,1,1,2014,0.062,0,11,False,4.6,Low
Pseudoseizures,Psychiatry,1,1,2014,0.062,0,11,False,4.6,Low
Psychiatric Certification,Psychiatry,1,1,2015,0.062,0,10,False,4.6,Low
Psychiatric Management,Psychiatry,1,1,2014,0.062,0,11,False,4.6,Low
Psychodynamic Theory,Psychiatry,1,1,2016,0.062,0,9,False,4.6,Low
Psychophysics,Physiology,1,1,2014,0.062,0,11,False,4.6,Low
Public health programs,Community Medicine,1,1,2014,0.062,0,11,False,4.6,Low
Pudendal Canal,Anatomy,1,1,2016,0.062,0,9,False,4.6,Low
Puerperal Pyrexia,OBG,1,1,2014,0.062,0,11,False,4.6,Low
Puerperal Sepsis,OBG,1,1,2015,0.062,0,10,False,4.6,Low
Pulmonary Radiology,Radiology,1,1,2016,0.062,0,9,False,4.6,Low
Pulmonary eosinophilia,Medicine,1,1,2014,0.062,0,11,False,4.6,Low
Pulmonary radiology,Radiology,1,1,2016,0.062,0,9,False,4.6,Low
Pupil,Ophthalmology,1,1,2016,0.062,0,9,False,4.6,Low
Pupil Abnormalities,Ophthalmology,1,1,2015,0.062,0,10,False,4.6,Low
Pupil abnormalities,Ophthalmology,1,1,2015,0.062,0,10,False,4.6,Low
Pupil signs,Forensic Medicine,1,1,2014,0.062,0,11,False,4.6,Low
Pupillary Muscles,Ophthalmology,1,1,2015,0.062,0,10,False,4.6,Low
Pupillary abnormalities,Ophthalmology,1,1,2015,0.062,0,10,False,4.6,Low
Pupillary muscles,Ophthalmology,1,1,2015,0.062,0,10,False,4.6,Low
Pupillary reflex,Ophthalmology,1,1,2015,0.062,0,10,False,4.6,Low
Pure word deafness,Anatomy,1,1,2016,0.062,0,9,False,4.6,Low
Purine And Pyrimidine Metabolism,Biochemistry,1,1,2014,0.062,0,11,False,4.6,Low
Purine Catabolism,Biochemistry,1,1,2014,0.062,0,11,False,4.6,Low
Purine Salvage Pathway,Biochemistry,1,1,2014,0.062,0,11,False,4.6,Low
Purine Synthesis,Biochemistry,1,1,2014,0.062,0,11,False,4.6,Low
Purine and Pyrimidine Metabolism,Biochemistry,1,1,2014,0.062,0,11,False,4.6,Low
Purine biosynthesis,Biochemistry,1,1,2014,0.062,0,11,False,4.6,Low
Purine salvage pathway,Biochemistry,1,1,2014,0.062,0,11,False,4.6,Low
Purine synthesis,Biochemistry,1,1,2016,0.062,0,9,False,4.6,Low
Pyramidal Tract Lesion,Medicine,1,1,2014,0.062,0,11,False,4.6,Low
Pyrethroid Insecticides,Community Medicine,1,1,2016,0.062,0,9,False,4.6,Low
Pyruvate Dehydrogenase Complex,Biochemistry,1,1,2015,0.062,0,10,False,4.6,Low
Pyruvate dehydrogenase complex,Biochemistry,1,1,2015,0.062,0,10,False,4.6,Low
QT interval,Medicine,1,1,2016,0.062,0,9,False,4.6,Low
QT interval prolongation,Pharmacology,1,1,2014,0.062,0,11,False,4.6,Low
Qt Interval,Medicine,1,1,2016,0.062,0,9,False,4.6,Low
Qt Interval Prolongation,Pharmacology,1,1,2014,0.062,0,11,False,4.6,Low
Quadratus lumborum,Anatomy,1,1,2016,0.062,0,9,False,4.6,Low
RNA splicing,Biochemistry,1,1,2016,0.062,0,9,False,4.6,Low
Rabies Prophylaxis,Community Medicine,1,1,2014,0.062,0,11,False,4.6,Low
Radial Head Subluxation,Orthopedics,1,1,2016,0.062,0,9,False,4.6,Low
Radial Nerve Injury,Orthopedics,1,1,2015,0.062,0,10,False,4.6,Low
Radial nerve injury,Orthopedics,1,1,2015,0.062,0,10,False,4.6,Low
Radiation Injury,Pathology,1,1,2015,0.062,0,10,False,4.6,Low
Radiation Toxicity,Radiology,1,1,2015,0.062,0,10,False,4.6,Low
Radiation hazards,Community Medicine,1,1,2016,0.062,0,9,False,4.6,Low
Radical Hysterectomy,OBG,1,1,2015,0.062,0,10,False,4.6,Low
Radioactivity,Radiology,1,1,2016,0.062,0,9,False,4.6,Low
Radiofrequency Ablation,Surgery,1,1,2014,0.062,0,11,False,4.6,Low
Radiofrequency ablation,Surgery,1,1,2014,0.062,0,11,False,4.6,Low
Radiographic Imaging,Radiology,1,1,2014,0.062,0,11,False,4.6,Low
Radiographic Projections,Radiology,1,1,2016,0.062,0,9,False,4.6,Low
Radiographic Signs,Radiology,1,1,2014,0.062,0,11,False,4.6,Low
Radiographic Techniques,Radiology,1,1,2016,0.062,0,9,False,4.6,Low
Radiographic findings,Medicine,1,1,2014,0.062,0,11,False,4.6,Low
Radiographic projections,Radiology,1,1,2016,0.062,0,9,False,4.6,Low
Radiological Signs Of Fetal Death,Radiology,1,1,2016,0.062,0,9,False,4.6,Low
Radiological Signs of Fetal Death,Radiology,1,1,2016,0.062,0,9,False,4.6,Low
Randomization,Community Medicine,1,1,2015,0.062,0,10,False,4.6,Low
Rash,Dermatology,1,1,2014,0.062,0,11,False,4.6,Low
Receptor binding,Pharmacology,1,1,2014,0.062,0,11,False,4.6,Low
Rectal Carcinoma,Surgery,1,1,2016,0.062,0,9,False,4.6,Low
Rectal Route,Pharmacology,1,1,2014,0.062,0,11,False,4.6,Low
Rectal carcinoma,Surgery,1,1,2016,0.062,0,9,False,4.6,Low
Rectovesical Fascia,Anatomy,1,1,2016,0.062,0,9,False,4.6,Low
Rectus sheath,Anatomy,1,1,2016,0.062,0,9,False,4.6,Low
Recurrence Risk,Pediatrics,1,1,2014,0.062,0,11,False,4.6,Low
Recurrence risk,OBG,1,1,2014,0.062,0,11,False,4.6,Low
Reference Values,Pathology,1,1,2016,0.062,0,9,False,4.6,Low
Referred pain,Anatomy,1,1,2016,0.062,0,9,False,4.6,Low
Regional Anesthesia Complications,Anaesthesia,1,1,2014,0.062,0,11,False,4.6,Low
Research methodology,Community Medicine,1,1,2015,0.062,0,10,False,4.6,Low
Reservoir,Microbiology,1,1,2015,0.062,0,10,False,4.6,Low
Resting Membrane Potential,Physiology,1,1,2014,0.062,0,11,False,4.6,Low
Retinitis Pigmentosa,Ophthalmology,1,1,2014,0.062,0,11,False,4.6,Low
Retinitis pigmentosa,Ophthalmology,1,1,2014,0.062,0,11,False,4.6,Low
Retinoids,Dermatology,1,1,2016,0.062,0,9,False,4.6,Low
Retinoscopy,Ophthalmology,1,1,2014,0.062,0,11,False,4.6,Low
Retrobulbar space,Ophthalmology,1,1,2014,0.062,0,11,False,4.6,Low
Retroperitoneal Fibrosis,Pathology,1,1,2014,0.062,0,11,False,4.6,Low
Retroperitoneal Structures,Anatomy,1,1,2014,0.062,0,11,False,4.6,Low
Retroperitoneal structures,Anatomy,1,1,2014,0.062,0,11,False,4.6,Low
Rett syndrome,Psychiatry,1,1,2014,0.062,0,11,False,4.6,Low
Reverse Transcription,Biochemistry,1,1,2015,0.062,0,10,False,4.6,Low
Reverse hypopyon,Ophthalmology,1,1,2015,0.062,0,10,False,4.6,Low
Reversible Injury,Pathology,1,1,2014,0.062,0,11,False,4.6,Low
Reye Syndrome,Pediatrics,1,1,2014,0.062,0,11,False,4.6,Low
Rh antigen,Biochemistry,1,1,2014,0.062,0,11,False,4.6,Low
Rhabdomyosarcoma,Pathology,1,1,2014,0.062,0,11,False,4.6,Low
Rheumatoid factor,Pathology,1,1,2014,0.062,0,11,False,4.6,Low
Rhinophyma,Dermatology,1,1,2014,0.062,0,11,False,4.6,Low
Ribs,Anatomy,1,1,2014,0.062,0,11,False,4.6,Low
Rifampicin resistance,Microbiology,1,1,2014,0.062,0,11,False,4.6,Low
Riluzole,Pharmacology,1,1,2014,0.062,0,11,False,4.6,Low
Rimonabant,Pharmacology,1,1,2014,0.062,0,11,False,4.6,Low
Risk Assessment,Community Medicine,1,1,2015,0.062,0,10,False,4.6,Low
Risk Measures,Community Medicine,1,1,2015,0.062,0,10,False,4.6,Low
Risk-benefit analysis,Community Medicine,1,1,2014,0.062,0,11,False,4.6,Low
Rna Splicing,Biochemistry,1,1,2016,0.062,0,9,False,4.6,Low
Robertson translocation,Pathology,1,1,2015,0.062,0,10,False,4.6,Low
Rotator Cuff Impingement,Orthopedics,1,1,2016,0.062,0,9,False,4.6,Low
Rotator Cuff Injuries,Orthopedics,1,1,2016,0.062,0,9,False,4.6,Low
Rotator Cuff Pathology,Orthopedics,1,1,2014,0.062,0,11,False,4.6,Low
Rotator cuff pathology,Orthopedics,1,1,2014,0.062,0,11,False,4.6,Low
Round pneumonia,Medicine,1,1,2014,0.062,0,11,False,4.6,Low
SARS,Community Medicine,1,1,2016,0.062,0,9,False,4.6,Low
SIRS,Medicine,1,1,2016,0.062,0,9,False,4.6,Low
SSPE,Pharmacology,1,1,2015,0.062,0,10,False,4.6,Low
SVC syndrome,Medicine,1,1,2016,0.062,0,9,False,4.6,Low
Sacrum,Anatomy,1,1,2014,0.062,0,11,False,4.6,Low
Safety features,Anaesthesia,1,1,2016,0.062,0,9,False,4.6,Low
Safety officer,Community Medicine,1,1,2016,0.062,0,9,False,4.6,Low
Salivary Gland Diseases,ENT,1,1,2014,0.062,0,11,False,4.6,Low
Salivary gland,ENT,1,1,2016,0.062,0,9,False,4.6,Low
Salivary gland pathology,Pathology,1,1,2016,0.062,0,9,False,4.6,Low
Salter-Harris classification,Orthopedics,1,1,2014,0.062,0,11,False,4.6,Low
Sample collection,Microbiology,1,1,2016,0.062,0,9,False,4.6,Low
Sarcomere,Physiology,1,1,2016,0.062,0,9,False,4.6,Low
Scapula,Anatomy,1,1,2016,0.062,0,9,False,4.6,Low
Schilling test,Medicine,1,1,2014,0.062,0,11,False,4.6,Low
Schwalbe's ring,Ophthalmology,1,1,2016,0.062,0,9,False,4.6,Low
Schwann cells,Anatomy,1,1,2014,0.062,0,11,False,4.6,Low
Sciatic nerve,Anatomy,1,1,2014,0.062,0,11,False,4.6,Low
Scleromalacia Perforans,Ophthalmology,1,1,2016,0.062,0,9,False,4.6,Low
Scleromalacia perforans,Ophthalmology,1,1,2016,0.062,0,9,False,4.6,Low
Screening For Diseases,Community Medicine,1,1,2016,0.062,0,9,False,4.6,Low
Screening for Diseases,Community Medicine,1,1,2016,0.062,0,9,False,4.6,Low
Screening tests,Community Medicine,1,1,2016,0.062,0,9,False,4.6,Low
Seasonal Affective Disorder,Psychiatry,1,1,2015,0.062,0,10,False,4.6,Low
Seasonal affective disorder,Psychiatry,1,1,2015,0.062,0,10,False,4.6,Low
Seborrhic Dermatitis,Dermatology,1,1,2015,0.062,0,10,False,4.6,Low
Seborrhic dermatitis,Dermatology,1,1,2015,0.062,0,10,False,4.6,Low
Second Messengers,Biochemistry,1,1,2015,0.062,0,10,False,4.6,Low
Secondary Survey,Medicine,1,1,2015,0.062,0,10,False,4.6,Low
Secondary attack rate,Community Medicine,1,1,2016,0.062,0,9,False,4.6,Low
Sectoral Sign,Radiology,1,1,2014,0.062,0,11,False,4.6,Low
Selective Mutism,Psychiatry,1,1,2014,0.062,0,11,False,4.6,Low
Selective media,Microbiology,1,1,2014,0.062,0,11,False,4.6,Low
Self-Harm,Psychiatry,1,1,2015,0.062,0,10,False,4.6,Low
Self-harm,Psychiatry,1,1,2015,0.062,0,10,False,4.6,Low
Seminal vesicles,Anatomy,1,1,2015,0.062,0,10,False,4.6,Low
Semitendinosus,Anatomy,1,1,2014,0.062,0,11,False,4.6,Low
Sensitivity,Community Medicine,1,1,2016,0.062,0,9,False,4.6,Low
Sensorineural hearing loss,ENT,1,1,2015,0.062,0,10,False,4.6,Low
Sensory perception,Anatomy,1,1,2014,0.062,0,11,False,4.6,Low
Sentinel Surveillance,Community Medicine,1,1,2014,0.062,0,11,False,4.6,Low
Sentinel lymph node biopsy,Surgery,1,1,2014,0.062,0,11,False,4.6,Low
Serotonin Receptors,Pharmacology,1,1,2016,0.062,0,9,False,4.6,Low
Serous otitis media,ENT,1,1,2014,0.062,0,11,False,4.6,Low
Serum Sickness,Pathology,1,1,2015,0.062,0,10,False,4.6,Low
Serum sickness,Pathology,1,1,2015,0.062,0,10,False,4.6,Low
Severe preeclampsia,OBG,1,1,2014,0.062,0,11,False,4.6,Low
Sex Reassignment Surgery,Psychiatry,1,1,2015,0.062,0,10,False,4.6,Low
Sexual Dysfunctions,Psychiatry,1,1,2016,0.062,0,9,False,4.6,Low
Sexually Transmitted Diseases,Dermatology,1,1,2015,0.062,0,10,False,4.6,Low
Sexually transmitted diseases,Dermatology,1,1,2015,0.062,0,10,False,4.6,Low
Shield material,Radiology,1,1,2016,0.062,0,9,False,4.6,Low
Shock Management,Pediatrics,1,1,2015,0.062,0,10,False,4.6,Low
Shock management,Pediatrics,1,1,2015,0.062,0,10,False,4.6,Low
Short bowel syndrome,Surgery,1,1,2015,0.062,0,10,False,4.6,Low
Shoulder Anatomy,Anatomy,1,1,2014,0.062,0,11,False,4.6,Low
Shoulder Instability,Orthopedics,1,1,2014,0.062,0,11,False,4.6,Low
Shoulder Movements,Orthopedics,1,1,2016,0.062,0,9,False,4.6,Low
Shoulder dislocation,Orthopedics,1,1,2015,0.062,0,10,False,4.6,Low
Shoulder instability,Orthopedics,1,1,2014,0.062,0,11,False,4.6,Low
Shrinking Lung Syndrome,Medicine,1,1,2015,0.062,0,10,False,4.6,Low
Sialolithiasis,Radiology,1,1,2016,0.062,0,9,False,4.6,Low
Sideroblastic anemia,Pathology,1,1,2016,0.062,0,9,False,4.6,Low
Signal transduction,Biochemistry,1,1,2015,0.062,0,10,False,4.6,Low
Sinus Imaging,Radiology,1,1,2014,0.062,0,11,False,4.6,Low
Sinus Radiography,Radiology,1,1,2014,0.062,0,11,False,4.6,Low
Sirs,Medicine,1,1,2016,0.062,0,9,False,4.6,Low
Site distribution,Dermatology,1,1,2016,0.062,0,9,False,4.6,Low
Sjogren syndrome,Radiology,1,1,2016,0.062,0,9,False,4.6,Low
Sjögren'S Syndrome,Medicine,1,1,2016,0.062,0,9,False,4.6,Low
Sjögren's syndrome,Medicine,1,1,2016,0.062,0,9,False,4.6,Low
Skeletal Traction,Orthopedics,1,1,2014,0.062,0,11,False,4.6,Low
Skeletal dysplasias,Orthopedics,1,1,2014,0.062,0,11,False,4.6,Low
Skeletal muscle,Physiology,1,1,2014,0.062,0,11,False,4.6,Low
Skin Cancers,Dermatology,1,1,2016,0.062,0,9,False,4.6,Low
Skin and Nail,Microbiology,1,1,2014,0.062,0,11,False,4.6,Low
Skin cancers,Dermatology,1,1,2016,0.062,0,9,False,4.6,Low
Skin innervation,Physiology,1,1,2015,0.062,0,10,False,4.6,Low
Small Intestine,Anatomy,1,1,2016,0.062,0,9,False,4.6,Low
Small bowel disease,Pathology,1,1,2015,0.062,0,10,False,4.6,Low
Small chain fatty acids,Physiology,1,1,2016,0.062,0,9,False,4.6,Low
Small intestine,Anatomy,1,1,2016,0.062,0,9,False,4.6,Low
Smegma Bacilli,Forensic Medicine,1,1,2014,0.062,0,11,False,4.6,Low
Smoking,Community Medicine,1,1,2015,0.062,0,10,False,4.6,Low
Smoking Cessation,Pharmacology,1,1,2014,0.062,0,11,False,4.6,Low
Smooth muscle,Physiology,1,1,2014,0.062,0,11,False,4.6,Low
Socioeconomic Status,Community Medicine,1,1,2014,0.062,0,11,False,4.6,Low
Sodium channel blockers,Pharmacology,1,1,2014,0.062,0,11,False,4.6,Low
Sodium disorders,Medicine,1,1,2014,0.062,0,11,False,4.6,Low
Sodium fluoride,ENT,1,1,2015,0.062,0,10,False,4.6,Low
Soft Tissue Injury,Orthopedics,1,1,2014,0.062,0,11,False,4.6,Low
Soft tissue injury,Orthopedics,1,1,2014,0.062,0,11,False,4.6,Low
Solid Waste Management,Community Medicine,1,1,2014,0.062,0,11,False,4.6,Low
Somatoform disorders,Psychiatry,1,1,2016,0.062,0,9,False,4.6,Low
Somatostatin Analogs,Pharmacology,1,1,2016,0.062,0,9,False,4.6,Low
Somatostatin analogs,Pharmacology,1,1,2016,0.062,0,9,False,4.6,Low
Spasticity management,Pharmacology,1,1,2014,0.062,0,11,False,4.6,Low
Specimen Collection,Microbiology,1,1,2015,0.062,0,10,False,4.6,Low
Spinal Anesthesia,Anaesthesia,1,1,2015,0.062,0,10,False,4.6,Low
Spinal Anesthesia Complications,Anaesthesia,1,1,2014,0.062,0,11,False,4.6,Low
Spinal cord,Anatomy,1,1,2016,0.062,0,9,False,4.6,Low
Spinal cord segments,Physiology,1,1,2014,0.062,0,11,False,4.6,Low
Spinal deformity,Orthopedics,1,1,2016,0.062,0,9,False,4.6,Low
Spinal involvement,Medicine,1,1,2015,0.062,0,10,False,4.6,Low
Spinothalamic tract,Physiology,1,1,2016,0.062,0,9,False,4.6,Low
Spleen Pathology,Pathology,1,1,2016,0.062,0,9,False,4.6,Low
Spleen location,Anatomy,1,1,2014,0.062,0,11,False,4.6,Low
Splenic Artery,Anatomy,1,1,2015,0.062,0,10,False,4.6,Low
Splenic injury,Surgery,1,1,2014,0.062,0,11,False,4.6,Low
Splinting,Orthopedics,1,1,2015,0.062,0,10,False,4.6,Low
Spondyloarthropathy,Medicine,1,1,2016,0.062,0,9,False,4.6,Low
Stable angina,Medicine,1,1,2016,0.062,0,9,False,4.6,Low
Staining Techniques,Pathology,1,1,2016,0.062,0,9,False,4.6,Low
Stapedius nerve supply,Anatomy,1,1,2015,0.062,0,10,False,4.6,Low
Starvation,Biochemistry,1,1,2015,0.062,0,10,False,4.6,Low
Stereopsis,Ophthalmology,1,1,2016,0.062,0,9,False,4.6,Low
Stereotactic Radiosurgery,Radiology,1,1,2016,0.062,0,9,False,4.6,Low
Stereotactic radiosurgery,Radiology,1,1,2016,0.062,0,9,False,4.6,Low
Sternum,Anatomy,1,1,2014,0.062,0,11,False,4.6,Low
Steroid Hormones,Biochemistry,1,1,2015,0.062,0,10,False,4.6,Low
Strategic plan,Community Medicine,1,1,2015,0.062,0,10,False,4.6,Low
Strawberry Tongue,Medicine,1,1,2014,0.062,0,11,False,4.6,Low
Strawberry tongue,Medicine,1,1,2014,0.062,0,11,False,4.6,Low
Streptogramins,Pharmacology,1,1,2014,0.062,0,11,False,4.6,Low
Stress Ulcer,Surgery,1,1,2014,0.062,0,11,False,4.6,Low
Strongyloides,Microbiology,1,1,2014,0.062,0,11,False,4.6,Low
Subcellular Organelles,Biochemistry,1,1,2016,0.062,0,9,False,4.6,Low
Subcellular organelles,Biochemistry,1,1,2016,0.062,0,9,False,4.6,Low
Substance-Induced Psychosis,Psychiatry,1,1,2016,0.062,0,9,False,4.6,Low
Substance-induced psychosis,Psychiatry,1,1,2016,0.062,0,9,False,4.6,Low
Suicide/homicide,Forensic Medicine,1,1,2015,0.062,0,10,False,4.6,Low
Superior Gluteal Nerve,Anatomy,1,1,2015,0.062,0,10,False,4.6,Low
Superior gluteal nerve,Anatomy,1,1,2015,0.062,0,10,False,4.6,Low
Supernumerary teeth,Pediatrics,1,1,2015,0.062,0,10,False,4.6,Low
Supply Chain,Community Medicine,1,1,2014,0.062,0,11,False,4.6,Low
Surgical Indications,Surgery,1,1,2016,0.062,0,9,False,4.6,Low
Surgical Positioning,Surgery,1,1,2014,0.062,0,11,False,4.6,Low
Surgical Wounds,Surgery,1,1,2014,0.062,0,11,False,4.6,Low
Surgical anatomy,Ophthalmology,1,1,2014,0.062,0,11,False,4.6,Low
Surgical approaches,Orthopedics,1,1,2016,0.062,0,9,False,4.6,Low
Surgical indications,Orthopedics,1,1,2015,0.062,0,10,False,4.6,Low
Surgical margins,Surgery,1,1,2014,0.062,0,11,False,4.6,Low
Surgical nomenclature,OBG,1,1,2014,0.062,0,11,False,4.6,Low
Surgical technique,Ophthalmology,1,1,2014,0.062,0,11,False,4.6,Low
Surgical technology,Surgery,1,1,2014,0.062,0,11,False,4.6,Low
Sustained Release,Pharmacology,1,1,2014,0.062,0,11,False,4.6,Low
Sustained release,Pharmacology,1,1,2014,0.062,0,11,False,4.6,Low
Swajaldhara Programme,Community Medicine,1,1,2015,0.062,0,10,False,4.6,Low
Sympathetic nervous system,Physiology,1,1,2016,0.062,0,9,False,4.6,Low
Sympathomimetic Drugs,Pharmacology,1,1,2015,0.062,0,10,False,4.6,Low
Sympathomimetic drugs,Pharmacology,1,1,2015,0.062,0,10,False,4.6,Low
Symptomatic Management,Medicine,1,1,2014,0.062,0,11,False,4.6,Low
Syndromic management,Community Medicine,1,1,2014,0.062,0,11,False,4.6,Low
Synthetic Pyrethroids,Community Medicine,1,1,2016,0.062,0,9,False,4.6,Low
Systemic Diseases with Ocular Manifestations,Ophthalmology,1,1,2014,0.062,0,11,False,4.6,Low
Systemic disease,Dermatology,1,1,2014,0.062,0,11,False,4.6,Low
Systemic lupus erythematosus,Pathology,1,1,2014,0.062,0,11,False,4.6,Low
Systemic sclerosis,Medicine,1,1,2016,0.062,0,9,False,4.6,Low
T-cell mediated disease,Pathology,1,1,2016,0.062,0,9,False,4.6,Low
T-tubules,Anatomy,1,1,2016,0.062,0,9,False,4.6,Low
TAP block,Anaesthesia,1,1,2016,0.062,0,9,False,4.6,Low
TCA,Pharmacology,1,1,2016,0.062,0,9,False,4.6,Low
Tabes dorsalis,Psychiatry,1,1,2014,0.062,0,11,False,4.6,Low
Tardive Dyskinesia,Psychiatry,1,1,2016,0.062,0,9,False,4.6,Low
Taste And Smell,ENT,1,1,2016,0.062,0,9,False,4.6,Low
Taste and smell,ENT,1,1,2016,0.062,0,9,False,4.6,Low
Tattoo,Forensic Medicine,1,1,2014,0.062,0,11,False,4.6,Low
Tear Film,Ophthalmology,1,1,2014,0.062,0,11,False,4.6,Low
Tear film,Ophthalmology,1,1,2014,0.062,0,11,False,4.6,Low
Telomerase,Pathology,1,1,2015,0.062,0,10,False,4.6,Low
Tennis Elbow,Orthopedics,1,1,2015,0.062,0,10,False,4.6,Low
Tennis elbow,Orthopedics,1,1,2015,0.062,0,10,False,4.6,Low
Tenon's space,Ophthalmology,1,1,2014,0.062,0,11,False,4.6,Low
Tensor tympani,ENT,1,1,2016,0.062,0,9,False,4.6,Low
Test validity,Community Medicine,1,1,2014,0.062,0,11,False,4.6,Low
Testicular Descent,Anatomy,1,1,2014,0.062,0,11,False,4.6,Low
Testicular Disorders,Surgery,1,1,2016,0.062,0,9,False,4.6,Low
Testicular descent,Anatomy,1,1,2014,0.062,0,11,False,4.6,Low
Testicular disorders,Surgery,1,1,2016,0.062,0,9,False,4.6,Low
Theca Lutein Cysts,OBG,1,1,2016,0.062,0,9,False,4.6,Low
Therapeutic phlebotomy,Medicine,1,1,2015,0.062,0,10,False,4.6,Low
Thermal injuries,Forensic Medicine,1,1,2016,0.062,0,9,False,4.6,Low
Thoracic CT,Radiology,1,1,2016,0.062,0,9,False,4.6,Low
Thoracic Ct,Radiology,1,1,2016,0.062,0,9,False,4.6,Low
Thoracic Inlet Anatomy,Anatomy,1,1,2016,0.062,0,9,False,4.6,Low
Thoracic duct,Anatomy,1,1,2016,0.062,0,9,False,4.6,Low
Thoracolumbar Fascia,Anatomy,1,1,2016,0.062,0,9,False,4.6,Low
Thoracolumbar fascia,Anatomy,1,1,2016,0.062,0,9,False,4.6,Low
Thought Disorder,Psychiatry,1,1,2014,0.062,0,11,False,4.6,Low
Thought Disorders,Psychiatry,1,1,2015,0.062,0,10,False,4.6,Low
Thought disorder,Psychiatry,1,1,2014,0.062,0,11,False,4.6,Low
Thrombolytic Drugs,Pharmacology,1,1,2014,0.062,0,11,False,4.6,Low
Thrombolytic drugs,Pharmacology,1,1,2014,0.062,0,11,False,4.6,Low
Thrombophilia,Pathology,1,1,2014,0.062,0,11,False,4.6,Low
Thrombotic Thrombocytopenic Purpura,Pathology,1,1,2016,0.062,0,9,False,4.6,Low
Thyroglossal Cyst,Anatomy,1,1,2016,0.062,0,9,False,4.6,Low
Thyroglossal cyst,Anatomy,1,1,2016,0.062,0,9,False,4.6,Low
Thyroid Eye Disease,Ophthalmology,1,1,2015,0.062,0,10,False,4.6,Low
Thyroid Function Tests,Medicine,1,1,2016,0.062,0,9,False,4.6,Low
Thyroid Physiology,OBG,1,1,2016,0.062,0,9,False,4.6,Low
Thyroid hormones,Pharmacology,1,1,2016,0.062,0,9,False,4.6,Low
Thyroidectomy,Surgery,1,1,2015,0.062,0,10,False,4.6,Low
Thyroidectomy Complications,Surgery,1,1,2015,0.062,0,10,False,4.6,Low
Thyroiditis,Pathology,1,1,2015,0.062,0,10,False,4.6,Low
Tic Disorders,Psychiatry,1,1,2015,0.062,0,10,False,4.6,Low
Time of death,Forensic Medicine,1,1,2015,0.062,0,10,False,4.6,Low
Tinea,Dermatology,1,1,2016,0.062,0,9,False,4.6,Low
Tinea Versicolor,Dermatology,1,1,2014,0.062,0,11,False,4.6,Low
Tinea versicolor,Dermatology,1,1,2014,0.062,0,11,False,4.6,Low
Tocolytics,Pharmacology,1,1,2014,0.062,0,11,False,4.6,Low
Tongue Carcinoma,Surgery,1,1,2014,0.062,0,11,False,4.6,Low
Tonometry,Ophthalmology,1,1,2014,0.062,0,11,False,4.6,Low
Tonsil,Anatomy,1,1,2016,0.062,0,9,False,4.6,Low
Tonsillar Pillar,ENT,1,1,2015,0.062,0,10,False,4.6,Low
Tonsillar pillar,ENT,1,1,2015,0.062,0,10,False,4.6,Low
Tophi,Medicine,1,1,2014,0.062,0,11,False,4.6,Low
Topical Antifungal Agents,Dermatology,1,1,2014,0.062,0,11,False,4.6,Low
